,"-, clemscore","all, Average % Played","all, Average Quality Score","bbh, % Played","bbh, Quality Score","cladder, % Played","cladder, Quality Score","eqbench, % Played","eqbench, Quality Score","ifeval, % Played","ifeval, Quality Score","mmlu_pro, % Played","mmlu_pro, Quality Score"
Qwen3.5-2B-sft,33.48,100.0,33.48,100.0,0.0,100.0,53.47,100.0,44.65,100.0,34.78,100.0,34.51
