,"-, clemscore","all, Average % Played","all, Average Quality Score","bbh, % Played","bbh, Quality Score","cladder, % Played","cladder, Quality Score","eqbench, % Played","eqbench, Quality Score","ifeval, % Played","ifeval, Quality Score","mmlu_pro, % Played","mmlu_pro, Quality Score"
Qwen3.5-2B,42.71,99.41,42.96,100.0,0.0,100.0,46.53,97.06,65.01,100.0,65.22,100.0,38.05
