,"-, clemscore","adventuregame, % Played","adventuregame, Quality Score","all, Average % Played","all, Average Quality Score","codenames, % Played","codenames, Quality Score","guesswhat, % Played","guesswhat, Quality Score","imagegame, % Played","imagegame, Quality Score","matchit_ascii, % Played","matchit_ascii, Quality Score","privateshared, % Played","privateshared, Quality Score","referencegame, % Played","referencegame, Quality Score","taboo, % Played","taboo, Quality Score","textmapworld, % Played","textmapworld, Quality Score","textmapworld_graphreasoning, % Played","textmapworld_graphreasoning, Quality Score","textmapworld_specificroom, % Played","textmapworld_specificroom, Quality Score","wordle, % Played","wordle, Quality Score","wordle_withclue, % Played","wordle_withclue, Quality Score","wordle_withcritic, % Played","wordle_withcritic, Quality Score"
Qwen3.5-2B-sft,46.66,100.0,13.33,86.63,53.86,46.15,33.33,100.0,33.33,100.0,74.0,100.0,100.0,100.0,71.86,100.0,80.0,100.0,8.33,100.0,39.33,100.0,30.0,100.0,33.33,0.0,,100.0,83.33,66.67,100.0
