,"-, clemscore","all, Average % Played","all, Average Quality Score","bbh, % Played","bbh, Quality Score","cladder, % Played","cladder, Quality Score","eqbench, % Played","eqbench, Quality Score","ifeval, % Played","ifeval, Quality Score","mmlu_pro, % Played","mmlu_pro, Quality Score"
Qwen3.5-2B-sft,40.39,99.41,40.63,100.0,35.16,100.0,43.56,97.06,46.77,100.0,36.96,100.0,40.71
